target_date,platform,keyword,count,collected_at,status,note
2025-12-15,naver_blog,렉스트림,1,2026-03-31 9:29,success,
2025-12-15,naver_news,렉스트림,0,2026-03-31 9:29,success,
2025-12-15,youtube,렉스트림,0,2026-03-31 9:29,success,
2025-12-15,naver_blog,REXTREME,1,2026-03-31 9:29,success,
2025-12-15,naver_news,REXTREME,0,2026-03-31 9:29,success,
2025-12-15,youtube,REXTREME,4,2026-03-31 9:29,success,
2025-12-15,naver_blog,combined_unique,1,2026-03-31 9:29,success,
2025-12-15,naver_news,combined_unique,0,2026-03-31 9:29,success,
2025-12-15,youtube,combined_unique,4,2026-03-31 9:29,success,
2025-12-16,naver_blog,렉스트림,0,2026-03-31 9:29,success,
2025-12-16,naver_news,렉스트림,0,2026-03-31 9:29,success,
2025-12-16,youtube,렉스트림,0,2026-03-31 9:29,success,
2025-12-16,naver_blog,REXTREME,0,2026-03-31 9:29,success,
2025-12-16,naver_news,REXTREME,0,2026-03-31 9:29,success,
2025-12-16,youtube,REXTREME,3,2026-03-31 9:29,success,
2025-12-16,naver_blog,combined_unique,0,2026-03-31 9:29,success,
2025-12-16,naver_news,combined_unique,0,2026-03-31 9:29,success,
2025-12-16,youtube,combined_unique,3,2026-03-31 9:29,success,
2025-12-17,naver_blog,렉스트림,0,2026-03-31 9:29,success,
2025-12-17,naver_news,렉스트림,0,2026-03-31 9:29,success,
2025-12-17,youtube,렉스트림,0,2026-03-31 9:29,success,
2025-12-17,naver_blog,REXTREME,0,2026-03-31 9:29,success,
2025-12-17,naver_news,REXTREME,0,2026-03-31 9:29,success,
2025-12-17,youtube,REXTREME,0,2026-03-31 9:29,success,
2025-12-17,naver_blog,combined_unique,0,2026-03-31 9:29,success,
2025-12-17,naver_news,combined_unique,0,2026-03-31 9:29,success,
2025-12-17,youtube,combined_unique,0,2026-03-31 9:29,success,
2025-12-18,naver_blog,렉스트림,0,2026-03-31 9:29,success,
2025-12-18,naver_news,렉스트림,0,2026-03-31 9:29,success,
2025-12-18,youtube,렉스트림,0,2026-03-31 9:29,success,
2025-12-18,naver_blog,REXTREME,0,2026-03-31 9:29,success,
2025-12-18,naver_news,REXTREME,0,2026-03-31 9:29,success,
2025-12-18,youtube,REXTREME,0,2026-03-31 9:29,success,
2025-12-18,naver_blog,combined_unique,0,2026-03-31 9:29,success,
2025-12-18,naver_news,combined_unique,0,2026-03-31 9:29,success,
2025-12-18,youtube,combined_unique,0,2026-03-31 9:29,success,
2025-12-19,naver_blog,렉스트림,0,2026-03-31 9:30,success,
2025-12-19,naver_news,렉스트림,0,2026-03-31 9:30,success,
2025-12-19,youtube,렉스트림,0,2026-03-31 9:30,success,
2025-12-19,naver_blog,REXTREME,0,2026-03-31 9:30,success,
2025-12-19,naver_news,REXTREME,0,2026-03-31 9:30,success,
2025-12-19,youtube,REXTREME,0,2026-03-31 9:30,success,
2025-12-19,naver_blog,combined_unique,0,2026-03-31 9:30,success,
2025-12-19,naver_news,combined_unique,0,2026-03-31 9:30,success,
2025-12-19,youtube,combined_unique,0,2026-03-31 9:30,success,
2025-12-20,naver_blog,렉스트림,0,2026-03-31 9:30,success,
2025-12-20,naver_news,렉스트림,0,2026-03-31 9:30,success,
2025-12-20,youtube,렉스트림,0,2026-03-31 9:30,success,
2025-12-20,naver_blog,REXTREME,1,2026-03-31 9:30,success,
2025-12-20,naver_news,REXTREME,0,2026-03-31 9:30,success,
2025-12-20,youtube,REXTREME,0,2026-03-31 9:30,success,
2025-12-20,naver_blog,combined_unique,1,2026-03-31 9:30,success,
2025-12-20,naver_news,combined_unique,0,2026-03-31 9:30,success,
2025-12-20,youtube,combined_unique,0,2026-03-31 9:30,success,
2025-12-21,naver_blog,렉스트림,0,2026-03-31 9:30,success,
2025-12-21,naver_news,렉스트림,0,2026-03-31 9:30,success,
2025-12-21,youtube,렉스트림,0,2026-03-31 9:30,success,
2025-12-21,naver_blog,REXTREME,0,2026-03-31 9:30,success,
2025-12-21,naver_news,REXTREME,0,2026-03-31 9:30,success,
2025-12-21,youtube,REXTREME,0,2026-03-31 9:30,success,
2025-12-21,naver_blog,combined_unique,0,2026-03-31 9:30,success,
2025-12-21,naver_news,combined_unique,0,2026-03-31 9:30,success,
2025-12-21,youtube,combined_unique,0,2026-03-31 9:30,success,
2025-12-22,naver_blog,렉스트림,0,2026-03-31 9:30,success,
2025-12-22,naver_news,렉스트림,0,2026-03-31 9:30,success,
2025-12-22,youtube,렉스트림,0,2026-03-31 9:30,success,
2025-12-22,naver_blog,REXTREME,0,2026-03-31 9:30,success,
2025-12-22,naver_news,REXTREME,0,2026-03-31 9:30,success,
2025-12-22,youtube,REXTREME,3,2026-03-31 9:30,success,
2025-12-22,naver_blog,combined_unique,0,2026-03-31 9:30,success,
