query_keyword,title,full_text,url,post_key,date_text,parsed_date,has_kor,has_eng,has_any
렉스트림,4월 25일 토요일 제대로된 하이록스를 진행합니다!,"하이엔드크로스핏 2026.03.07. 5 4월 25일 토요일 제대로된 하이록스를 진행합니다! 유코입니다.. 하이록스 대회, 항상 인천에서, 서울에서, 해외에서 우리에겐 접근성이 너무 떨어져서 힘들었던 대회 우리가 진행합니다. 4월 25일 토요일 10:00 * 10:00 / 12:00 / 14:00 3타임 걸쳐 레이스 진행예정 종합경기장에 위치한 속초시 실내체육관을 종일 대여완료하였습니다. 러닝 루트도 헷갈리지 않게 최대한 정식 규격으로 만들었습니다. 5월 인천대회를 출전하시는분에게는 정말 실전과 같은 기회를... RE 김형철 박남실 혼성더블 입금완료 RE 최혜인 김인수 혼성더블 입금완료 이전 다음",https://cafe.naver.com/highendcrossfit/698?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhpZ2hlbmRjcm9zc2ZpdCIsImFydGljbGVJZCI6Njk4LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NH0.VZ23yCC5-Ee9RV-VJBP05Vpv8Q20WdXic5Ppx5LvfO8&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,highendcrossfit/698,2026.03.07.,2026-03-07,False,False,False
렉스트림,<필독> 월요일 오후 6시 30분 수업 변경 공지,"윈썸크로스핏 2026.02.09. 3 <필독> 월요일 오후 6시 30분 수업 변경 공지 이건 1월에 처음 열렸던 렉스트림 이라는 대회구요 REXTREME은 특히 2030 세대의 젊은 에너지와 도전 정신을 겨냥한 대회다. 크로스 트레이닝과 엔듀어런스 요소가 결합된 하이브리드 피트니스 레이스 형식으로, 참가자들은 6가지 종목(로잉머신, 덤벨 스내치, 샌드백 셔틀런 등)을 연속으로 수행하게 된다. -서울경제신문 김동호기자 기사- 이건 4월에 전주에서 열리는 하이브리드 파워게임즈 라는 대회예요 나가실...",https://cafe.naver.com/winsomecf/1288?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6IndpbnNvbWVjZiIsImFydGljbGVJZCI6MTI4OCwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjR9.48GHban6zoCVW8aOA09o2X6iKtAwjPH1H3XbdxfV12s&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,winsomecf/1288,2026.02.09.,2026-02-09,True,True,True
렉스트림,[운영] 내일(수) 오후 수업은 렉스트림 으로 진행 합니다,"어라운드 크로스핏 강남개포점 2026.02.03. 2 [운영] 내일(수) 오후 수업은 렉스트림 으로 진행 합니다 안녕하세요! 원상코치입니다 내일(수) 오후 수업은 렉스트림 프로그램으로 진행 합니다 렉스트림 (Rextreme)이란? 크로스핏 기반 피트니스 대회로 웨이트 + 기능성 운동이 결합된 실내 레이스 형식 경기입니다! 누구나 할 수 있는 운동이며 개인전,팀전으로도 가능한 운동 입니다! 내일은 팀원과 함께 “로켓배터리”가 되어 운동을 즐겨보자구요",https://cafe.naver.com/geapo/2490?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImdlYXBvIiwiYXJ0aWNsZUlkIjoyNDkwLCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NH0.FJZetzkkzBi2didm_PkUcKHapV_qO-uBR2ZoTq32zLk&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,geapo/2490,2026.02.03.,2026-02-03,True,True,True
렉스트림,260204 Rextreme / 렉스트림 (수정),어라운드 크로스핏 강남개포점 2026.02.03. 260204 Rextreme / 렉스트림 (수정) Team of 2 AMRAP 30min 1.5km Row 40 Medicine Ball Over & Half Burpee(20/14) 60 One arm DB Ground to Overhead (15/10)kg 1.5km Row 60 Burpee Box jump (20inch),https://cafe.naver.com/geapo/2489?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImdlYXBvIiwiYXJ0aWNsZUlkIjoyNDg5LCJpc3N1ZWRBdCI6MTc3NTQ1OTQxNzM2NX0.19ZDQGWgSvea_Nfou3cS4O7O4YurzP4yLYMqyv2hyZM&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,geapo/2489,2026.02.03.,2026-02-03,True,True,True
렉스트림,260126 CrossFit,"어라운드 크로스핏 수원 장안점 2026.01.25. 260126 CrossFit 렉스트림 고생하셨습니다! Strength : 1 Clean + 1 Front Squat x 4 set #1rm 80% #와드에 시도할 무게를 미리 정하세요 ""OPEN 18.2+18.2a"" A. For time of : 1-2-3-4-5-6-7-8-9-10 reps Dual DB Front Squat (50/35) Bar facing Burpees B. in the remaining time 1rep max Clean time cap 12min #선수, 심판 또는 한명이 덤밸 와드가 끝나면, 그다음 밀어내기 식으로 진행합니다. A : (15/10)kg B...",https://cafe.naver.com/aroundjangan/5712?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFyb3VuZGphbmdhbiIsImFydGljbGVJZCI6NTcxMiwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.OBVKO_SzgaysoUNC2HbQ5bkM3VwgoNZDTMAIK3b4zEc&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,aroundjangan/5712,2026.01.25.,2026-01-25,True,False,True
렉스트림,조금전 일산에서는 !,"인천 크로스핏032 [CrossFit 032] 2026.01.24. 조금전 일산에서는 ! 오늘 일산 킨텍스에서 “ 렉스트림 ” 이라는 대회가 있었습니다! 매년 박스에서 회원들끼리 하이록스, 마라톤 등등 나갔었는데 이번에는 렉스트림 이라는 대회를 출전했어요 ⋆◡̎⋆ 팀은 032 - 일영님 승욱님 코치님 공삼이 - 형우님 민기님 상인님 이렇게 해서 나갔다왔습니다! 잘 즐기고 왔구요~ 응원단 분들도 함께 가서 뒤풀이 저녁도 먹고 민기님 코치님 생일파티까지 마무리하고 해산했습니다~! 아래는 오늘...",https://cafe.naver.com/crossfit032/15052?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNyb3NzZml0MDMyIiwiYXJ0aWNsZUlkIjoxNTA1MiwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.TzsWm9nZLclL0GQBLQ69Th5r2E5LGKb8X3IOFbk5Fgw&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,crossfit032/15052,2026.01.24.,2026-01-24,True,False,True
렉스트림,1/23 홀딩신청합니다,어라운드 크로스핏 수원 장안점 2026.01.23. 1/23 홀딩신청합니다 1월23일 (금) 홀딩 신청합니다 !! 내일은 렉스트림 사용 가능한 홀딩 : 1회 사용한 홀딩 : 8회,https://cafe.naver.com/aroundjangan/5705?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFyb3VuZGphbmdhbiIsImFydGljbGVJZCI6NTcwNSwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.luvsldTPlJOAmw9XsYMFkrFgXegYmwmXBggffh-hl28&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,aroundjangan/5705,2026.01.23.,2026-01-23,True,False,True
렉스트림,렉스트림 대회 참가 혜택 안내,"하얀짐 [ 여성 기능성 그룹운동 센터 ] 2026.01.21. 11 렉스트림 대회 참가 혜택 안내 안녕하세요! 렉스트림 주최측에서 하얀짐 회원분들께 특별 혜택을 제공해 주신다고 합니다! 무료 제공 혜택 3인 팀전 참가권 1팀 (3인 180,000원) 대회 관람권 5장 (1장당 15,000원) 3인 팀전 참가 또는 관람권에 관심 있으신 분들은 댓글로 남겨주세요! 참여 의사 확인 후 안내드리겠습니다 https://youtu.be/9dxxc2sm7BU?si=CCud8bFl00BU6a7e RE 소희 용지 채빈 3인 팀전 관심있습니다.. RE 저랑 (장)유진님 관람에 관심 있습니다.. 이전 다음",https://cafe.naver.com/hayangymseoul/112?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhheWFuZ3ltc2VvdWwiLCJhcnRpY2xlSWQiOjExMiwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.rUuaLNHsU6KvZuT_VqjHYv1OvW8F5SwmKCemiLulha4&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,hayangymseoul/112,2026.01.21.,2026-01-21,True,False,True
렉스트림,이번주 토요일 수업 공지,"크로스핏 로얄 2026.01.21. 이번주 토요일 수업 공지 안녕하세요! 이번주 토요일은 렉스트림 대회 일정으로 덕이점 휴무, 오전 11시 다율점 합동수업입니다 착오 없으시길 바랍니다",https://cafe.naver.com/crossfitroyal/4224?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNyb3NzZml0cm95YWwiLCJhcnRpY2xlSWQiOjQyMjQsImlzc3VlZEF0IjoxNzc1NDU5NDE3MzY1fQ.xbuIGzBkLm81-lIM4y-JgdDqUTCmddLP2VbUnPKaePM&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,crossfitroyal/4224,2026.01.21.,2026-01-21,True,False,True
렉스트림,1/24 REXTREME 대회!,"요야와 오징어 집 2026.01.19. 1/24 REXTREME 대회! 그 중 올해 일정에서 가장 빠른게 이번주 토요일 있을 렉스트림 이라고 하는 익스트림 대회에요. 실내에서 하는 하이브리드 기능성 운동으로 구성된 대회인데, 로케트배터리에서 주최하고 있어요. https://www.instagram.com/reel/DSl9GcDiFTH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA== "" "" "" 대회에서 진행하는 각각 스테이션 정보는 위에 인스타그램 FEED에 간략하게 확인 가능해요. 몇 년간 미디어 덕분에 러닝이...",https://cafe.naver.com/yoya/438?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InlveWEiLCJhcnRpY2xlSWQiOjQzOCwiaXNzdWVkQXQiOjE3NzU0NTk0MTczNjV9.5fEwQY7ZVN9bVZGbGFGJgntDX6PUeO54KEb0pwhqwOM&q=%eb%a0%89%ec%8a%a4%ed%8a%b8%eb%a6%bc&tc=naver_search,yoya/438,2026.01.19.,2026-01-19,True,True,True
